"成交时间","市场名称","合约代码","合约名称","买卖","开平","成交价格","成交数量","委托价格","委托数量","成交金额","合约类别","备兑","委托号","委托时间","成交号","备注",
"13:55:16","上海股票期权","10001705","50ETF购3月2750","买","开仓","0.0934","8","--","--","7472.00","认购","非备兑","592","--","656935","买入",
"13:55:16","上海股票期权","10001705","50ETF购3月2750","买","开仓","0.0934","2","--","--","1868.00","认购","非备兑","592","--","656934","买入",
"13:46:54","上海股票期权","10001705","50ETF购3月2750","买","开仓","0.1016","4","--","--","4064.00","认购","非备兑","586","--","628740","买入",
"13:46:54","上海股票期权","10001705","50ETF购3月2750","买","开仓","0.1015","6","--","--","6090.00","认购","非备兑","586","--","628739","买入",
"13:46:08","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0591","20","--","--","11820.00","认购","非备兑","582","--","624656","卖出",
"13:44:41","上海股票期权","10001704","50ETF沽2月2750","买","平仓","0.0118","7","--","--","826.00","认沽","非备兑","570","--","617323","买入",
"13:44:41","上海股票期权","10001704","50ETF沽2月2750","买","平仓","0.0118","10","--","--","1180.00","认沽","非备兑","570","--","617322","买入",
"13:44:41","上海股票期权","10001704","50ETF沽2月2750","买","平仓","0.0118","8","--","--","944.00","认沽","非备兑","570","--","617321","买入",
"13:42:34","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0593","2","--","--","1186.00","认购","非备兑","550","--","605968","卖出",
"13:42:34","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0593","2","--","--","1186.00","认购","非备兑","550","--","605967","卖出",
"13:42:34","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0594","4","--","--","2376.00","认购","非备兑","550","--","605966","卖出",
"13:30:27","上海股票期权","10001619","50ETF购3月2700","买","开仓","0.1506","8","--","--","12048.00","认购","非备兑","503","--","548698","买入",
"13:23:58","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0655","4","--","--","2620.00","认购","非备兑","478","--","521822","卖出",
"13:23:58","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0655","10","--","--","6550.00","认购","非备兑","478","--","521817","卖出",
"13:23:54","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0655","1","--","--","655.00","认购","非备兑","478","--","521596","卖出",
"13:21:44","上海股票期权","10001711","50ETF购2月2800","买","平仓","0.0034","13","--","--","442.00","认购","非备兑","473","--","514543","买入",
"13:21:44","上海股票期权","10001711","50ETF购2月2800","买","平仓","0.0034","10","--","--","340.00","认购","非备兑","473","--","514542","买入",
"13:21:44","上海股票期权","10001711","50ETF购2月2800","买","平仓","0.0034","2","--","--","68.00","认购","非备兑","473","--","514514","买入",
"13:21:43","上海股票期权","10001711","50ETF购2月2800","买","平仓","0.0034","5","--","--","170.00","认购","非备兑","473","--","514499","买入",
"13:21:43","上海股票期权","10001711","50ETF购2月2800","买","平仓","0.0034","5","--","--","170.00","认购","非备兑","472","--","514498","买入",
"13:21:43","上海股票期权","10001711","50ETF购2月2800","买","平仓","0.0034","1","--","--","34.00","认购","非备兑","472","--","514489","买入",
"13:21:43","上海股票期权","10001711","50ETF购2月2800","买","平仓","0.0034","10","--","--","340.00","认购","非备兑","472","--","514481","买入",
"13:21:43","上海股票期权","10001711","50ETF购2月2800","买","平仓","0.0034","10","--","--","340.00","认购","非备兑","472","--","514455","买入",
"13:21:42","上海股票期权","10001711","50ETF购2月2800","买","平仓","0.0034","4","--","--","136.00","认购","非备兑","472","--","514419","买入",
"13:20:45","上海股票期权","10001700","50ETF沽2月2700","买","平仓","0.0005","10","--","--","50.00","认沽","非备兑","466","--","510305","买入",
"13:20:44","上海股票期权","10001700","50ETF沽2月2700","买","平仓","0.0005","10","--","--","50.00","认沽","非备兑","466","--","510247","买入",
"13:20:44","上海股票期权","10001700","50ETF沽2月2700","买","平仓","0.0005","10","--","--","50.00","认沽","非备兑","466","--","510218","买入",
"13:20:43","上海股票期权","10001700","50ETF沽2月2700","买","平仓","0.0005","10","--","--","50.00","认沽","非备兑","465","--","510183","买入",
"13:20:43","上海股票期权","10001700","50ETF沽2月2700","买","平仓","0.0005","10","--","--","50.00","认沽","非备兑","465","--","510160","买入",
"13:20:42","上海股票期权","10001700","50ETF沽2月2700","买","平仓","0.0005","10","--","--","50.00","认沽","非备兑","465","--","510134","买入",
"13:13:10","上海股票期权","10001704","50ETF沽2月2750","卖","开仓","0.0060","6","--","--","360.00","认沽","非备兑","448","--","480292","卖出",
"13:13:10","上海股票期权","10001704","50ETF沽2月2750","卖","开仓","0.0060","9","--","--","540.00","认沽","非备兑","448","--","480291","卖出",
"13:13:03","上海股票期权","10001704","50ETF沽2月2750","卖","开仓","0.0058","10","--","--","580.00","认沽","非备兑","447","--","479654","卖出",
"13:12:23","上海股票期权","10001703","50ETF购2月2750","买","平仓","0.0160","2","--","--","320.00","认购","非备兑","440","--","477101","买入",
"13:12:23","上海股票期权","10001703","50ETF购2月2750","买","平仓","0.0160","8","--","--","1280.00","认购","非备兑","440","--","477100","买入",
"13:11:44","上海股票期权","10001703","50ETF购2月2750","卖","开仓","0.0147","3","--","--","441.00","认购","非备兑","438","--","473988","卖出",
"13:11:44","上海股票期权","10001703","50ETF购2月2750","卖","开仓","0.0147","3","--","--","441.00","认购","非备兑","438","--","473987","卖出",
"13:11:44","上海股票期权","10001703","50ETF购2月2750","卖","开仓","0.0148","4","--","--","592.00","认购","非备兑","438","--","473986","卖出",
"11:15:35","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0668","2","--","--","1336.00","认购","非备兑","405","--","406777","买入",
"11:15:34","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0668","2","--","--","1336.00","认购","非备兑","405","--","406758","买入",
"11:15:34","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0668","4","--","--","2672.00","认购","非备兑","405","--","406757","买入",
"11:15:34","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0668","2","--","--","1336.00","认购","非备兑","405","--","406745","买入",
"11:15:34","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0668","4","--","--","2672.00","认购","非备兑","405","--","406744","买入",
"11:15:33","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0668","2","--","--","1336.00","认购","非备兑","405","--","406718","买入",
"11:15:33","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0668","4","--","--","2672.00","认购","非备兑","405","--","406717","买入",
"11:06:13","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0631","6","--","--","3786.00","认购","非备兑","375","--","374702","买入",
"11:06:13","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0631","10","--","--","6310.00","认购","非备兑","375","--","374694","买入",
"10:57:07","上海股票期权","10001700","50ETF沽2月2700","卖","开仓","0.0026","7","--","--","182.00","认沽","非备兑","372","--","348852","卖出",
"10:57:07","上海股票期权","10001700","50ETF沽2月2700","卖","开仓","0.0026","10","--","--","260.00","认沽","非备兑","372","--","348851","卖出",
"10:57:07","上海股票期权","10001700","50ETF沽2月2700","卖","开仓","0.0026","10","--","--","260.00","认沽","非备兑","372","--","348850","卖出",
"10:57:07","上海股票期权","10001700","50ETF沽2月2700","卖","开仓","0.0026","3","--","--","78.00","认沽","非备兑","372","--","348849","卖出",
"10:56:50","上海股票期权","10001711","50ETF购2月2800","卖","开仓","0.0021","2","--","--","42.00","认购","非备兑","371","--","348419","卖出",
"10:56:47","上海股票期权","10001711","50ETF购2月2800","卖","开仓","0.0021","1","--","--","21.00","认购","非备兑","371","--","348276","卖出",
"10:56:46","上海股票期权","10001711","50ETF购2月2800","卖","开仓","0.0021","1","--","--","21.00","认购","非备兑","371","--","348248","卖出",
"10:56:46","上海股票期权","10001711","50ETF购2月2800","卖","开仓","0.0021","10","--","--","210.00","认购","非备兑","371","--","348229","卖出",
"10:56:46","上海股票期权","10001711","50ETF购2月2800","卖","开仓","0.0021","1","--","--","21.00","认购","非备兑","371","--","348228","卖出",
"10:56:46","上海股票期权","10001711","50ETF购2月2800","卖","开仓","0.0021","10","--","--","210.00","认购","非备兑","371","--","348204","卖出",
"10:56:45","上海股票期权","10001711","50ETF购2月2800","卖","开仓","0.0021","5","--","--","105.00","认购","非备兑","371","--","348188","卖出",
"10:56:11","上海股票期权","10001711","50ETF购2月2800","卖","开仓","0.0022","12","--","--","264.00","认购","非备兑","370","--","346707","卖出",
"10:56:11","上海股票期权","10001711","50ETF购2月2800","卖","开仓","0.0022","18","--","--","396.00","认购","非备兑","370","--","346706","卖出",
"10:56:11","上海股票期权","10001700","50ETF沽2月2700","卖","开仓","0.0029","3","--","--","87.00","认沽","非备兑","369","--","346701","卖出",
"10:56:11","上海股票期权","10001700","50ETF沽2月2700","卖","开仓","0.0029","5","--","--","145.00","认沽","非备兑","369","--","346700","卖出",
"10:56:11","上海股票期权","10001700","50ETF沽2月2700","卖","开仓","0.0030","10","--","--","300.00","认沽","非备兑","369","--","346699","卖出",
"10:56:11","上海股票期权","10001700","50ETF沽2月2700","卖","开仓","0.0030","10","--","--","300.00","认沽","非备兑","369","--","346698","卖出",
"10:56:11","上海股票期权","10001700","50ETF沽2月2700","卖","开仓","0.0030","2","--","--","60.00","认沽","非备兑","369","--","346697","卖出",
"10:42:28","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0654","1","--","--","654.00","认购","非备兑","344","--","319435","买入",
"10:42:28","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0654","1","--","--","654.00","认购","非备兑","344","--","319427","买入",
"10:42:27","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0654","1","--","--","654.00","认购","非备兑","344","--","319423","买入",
"10:42:27","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0654","10","--","--","6540.00","认购","非备兑","344","--","319419","买入",
"10:42:27","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0654","10","--","--","6540.00","认购","非备兑","344","--","319418","买入",
"10:36:46","上海股票期权","10001596","50ETF沽3月2650","买","平仓","0.0506","20","--","--","10120.00","认沽","非备兑","329","--","301174","买入",
"10:33:57","上海股票期权","10001696","50ETF沽2月2650","买","平仓","0.0004","20","--","--","80.00","认沽","非备兑","328","--","295220","买入",
"10:33:57","上海股票期权","10001696","50ETF沽2月2650","买","平仓","0.0004","6","--","--","24.00","认沽","非备兑","327","--","295219","买入",
"10:33:57","上海股票期权","10001696","50ETF沽2月2650","买","平仓","0.0004","24","--","--","96.00","认沽","非备兑","327","--","295218","买入",
"10:33:57","上海股票期权","10001696","50ETF沽2月2650","买","平仓","0.0004","6","--","--","24.00","认沽","非备兑","326","--","295217","买入",
"10:33:57","上海股票期权","10001696","50ETF沽2月2650","买","平仓","0.0004","24","--","--","96.00","认沽","非备兑","326","--","295216","买入",
"10:33:57","上海股票期权","10001696","50ETF沽2月2650","买","平仓","0.0004","6","--","--","24.00","认沽","非备兑","325","--","295215","买入",
"10:33:57","上海股票期权","10001696","50ETF沽2月2650","买","平仓","0.0004","24","--","--","96.00","认沽","非备兑","325","--","295214","买入",
"10:33:57","上海股票期权","10001696","50ETF沽2月2650","买","平仓","0.0004","6","--","--","24.00","认沽","非备兑","324","--","295213","买入",
"10:33:57","上海股票期权","10001696","50ETF沽2月2650","买","平仓","0.0004","24","--","--","96.00","认沽","非备兑","324","--","295212","买入",
"10:31:14","上海股票期权","10001720","50ETF购2月2900","买","平仓","0.0003","6","--","--","18.00","认购","非备兑","323","--","288861","买入",
"10:31:14","上海股票期权","10001720","50ETF购2月2900","买","平仓","0.0003","10","--","--","30.00","认购","非备兑","323","--","288860","买入",
"10:31:02","上海股票期权","10001720","50ETF购2月2900","买","平仓","0.0003","4","--","--","12.00","认购","非备兑","322","--","288481","买入",
"10:31:02","上海股票期权","10001720","50ETF购2月2900","买","平仓","0.0003","10","--","--","30.00","认购","非备兑","322","--","288480","买入",
"10:31:02","上海股票期权","10001720","50ETF购2月2900","买","平仓","0.0003","2","--","--","6.00","认购","非备兑","322","--","288479","买入",
"10:31:02","上海股票期权","10001720","50ETF购2月2900","买","平仓","0.0003","14","--","--","42.00","认购","非备兑","322","--","288478","买入",
"10:31:02","上海股票期权","10001720","50ETF购2月2900","买","平仓","0.0003","6","--","--","18.00","认购","非备兑","321","--","288456","买入",
"10:31:02","上海股票期权","10001720","50ETF购2月2900","买","平仓","0.0003","20","--","--","60.00","认购","非备兑","321","--","288455","买入",
"10:31:02","上海股票期权","10001720","50ETF购2月2900","买","平仓","0.0003","4","--","--","12.00","认购","非备兑","321","--","288454","买入",
"10:31:02","上海股票期权","10001720","50ETF购2月2900","买","平仓","0.0003","16","--","--","48.00","认购","非备兑","320","--","288413","买入",
"10:31:02","上海股票期权","10001720","50ETF购2月2900","买","平仓","0.0003","14","--","--","42.00","认购","非备兑","320","--","288412","买入",
"10:31:01","上海股票期权","10001720","50ETF购2月2900","买","平仓","0.0003","6","--","--","18.00","认购","非备兑","319","--","288328","买入",
"10:31:01","上海股票期权","10001720","50ETF购2月2900","买","平仓","0.0003","20","--","--","60.00","认购","非备兑","319","--","288327","买入",
"10:31:01","上海股票期权","10001720","50ETF购2月2900","买","平仓","0.0003","4","--","--","12.00","认购","非备兑","319","--","288326","买入",
"10:31:00","上海股票期权","10001720","50ETF购2月2900","买","平仓","0.0003","16","--","--","48.00","认购","非备兑","318","--","288295","买入",
"10:31:00","上海股票期权","10001720","50ETF购2月2900","买","平仓","0.0003","14","--","--","42.00","认购","非备兑","318","--","288294","买入",
"10:31:00","上海股票期权","10001720","50ETF购2月2900","买","平仓","0.0003","6","--","--","18.00","认购","非备兑","317","--","288262","买入",
"10:31:00","上海股票期权","10001720","50ETF购2月2900","买","平仓","0.0003","20","--","--","60.00","认购","非备兑","317","--","288261","买入",
"10:31:00","上海股票期权","10001720","50ETF购2月2900","买","平仓","0.0003","4","--","--","12.00","认购","非备兑","317","--","288260","买入",
"10:17:08","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0562","5","--","--","2810.00","认购","非备兑","308","--","247156","卖出",
"10:17:08","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0562","1","--","--","562.00","认购","非备兑","308","--","247148","卖出",
"10:17:08","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0563","15","--","--","8445.00","认购","非备兑","308","--","247147","卖出",
"10:17:08","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0564","9","--","--","5076.00","认购","非备兑","308","--","247146","卖出",
"10:08:44","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0619","3","--","--","1857.00","认购","非备兑","279","--","214170","卖出",
"10:08:37","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0618","2","--","--","1236.00","认购","非备兑","276","--","213725","卖出",
"10:08:36","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0618","1","--","--","618.00","认购","非备兑","276","--","213724","卖出",
"10:08:36","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0618","1","--","--","618.00","认购","非备兑","276","--","213711","卖出",
"10:08:36","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0618","5","--","--","3090.00","认购","非备兑","276","--","213708","卖出",
"10:08:16","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0619","2","--","--","1238.00","认购","非备兑","272","--","212785","卖出",
"10:08:16","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0619","1","--","--","619.00","认购","非备兑","272","--","212763","卖出",
"10:08:14","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0619","3","--","--","1857.00","认购","非备兑","272","--","212688","卖出",
"10:08:14","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0619","4","--","--","2476.00","认购","非备兑","272","--","212679","卖出",
"10:08:14","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0619","10","--","--","6190.00","认购","非备兑","272","--","212673","卖出",
"10:07:03","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0620","1","--","--","620.00","认购","非备兑","267","--","208932","卖出",
"10:02:33","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0632","2","--","--","1264.00","认购","非备兑","237","--","187617","卖出",
"10:02:33","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0633","10","--","--","6330.00","认购","非备兑","237","--","187607","卖出",
"10:02:29","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0635","3","--","--","1905.00","认购","非备兑","233","--","187259","卖出",
"09:56:26","上海股票期权","10001619","50ETF购3月2700","买","开仓","0.1375","5","--","--","6875.00","认购","非备兑","179","--","162623","买入",
"09:52:43","上海股票期权","10001619","50ETF购3月2700","买","开仓","0.1403","9","--","--","12627.00","认购","非备兑","149","--","144344","买入",
"09:49:11","上海股票期权","10001727","50ETF购3月2850","卖","开仓","0.0689","1","--","--","689.00","认购","非备兑","117","--","123296","卖出",
"09:48:07","上海股票期权","10001619","50ETF购3月2700","买","开仓","0.1423","1","--","--","1423.00","认购","非备兑","107","--","118176","买入",
"09:40:35","上海股票期权","10001711","50ETF购2月2800","买","平仓","0.0056","2","--","--","112.00","认购","非备兑","48","--","72436","买入",
"09:40:35","上海股票期权","10001711","50ETF购2月2800","买","平仓","0.0056","18","--","--","1008.00","认购","非备兑","48","--","72435","买入",
"09:40:04","上海股票期权","10001719","50ETF购2月2850","买","平仓","0.0015","14","--","--","210.00","认购","非备兑","42","--","69485","买入",
"09:40:04","上海股票期权","10001719","50ETF购2月2850","买","平仓","0.0015","6","--","--","90.00","认购","非备兑","42","--","69484","买入",
"09:40:04","上海股票期权","10001719","50ETF购2月2850","买","平仓","0.0014","10","--","--","140.00","认购","非备兑","42","--","69483","买入",
"09:40:03","上海股票期权","10001719","50ETF购2月2850","买","平仓","0.0015","20","--","--","300.00","认购","非备兑","40","--","69395","买入",
"09:40:03","上海股票期权","10001719","50ETF购2月2850","买","平仓","0.0014","10","--","--","140.00","认购","非备兑","40","--","69394","买入",
"09:40:03","上海股票期权","10001719","50ETF购2月2850","买","平仓","0.0015","4","--","--","60.00","认购","非备兑","38","--","69363","买入",
"09:40:03","上海股票期权","10001719","50ETF购2月2850","买","平仓","0.0015","16","--","--","240.00","认购","非备兑","38","--","69362","买入",
"09:40:03","上海股票期权","10001719","50ETF购2月2850","买","平仓","0.0014","10","--","--","140.00","认购","非备兑","38","--","69361","买入",
"09:40:02","上海股票期权","10001719","50ETF购2月2850","买","平仓","0.0015","14","--","--","210.00","认购","非备兑","37","--","69311","买入",
"09:40:02","上海股票期权","10001719","50ETF购2月2850","买","平仓","0.0014","2","--","--","28.00","认购","非备兑","37","--","69310","买入",
"09:40:02","上海股票期权","10001719","50ETF购2月2850","买","平仓","0.0014","10","--","--","140.00","认购","非备兑","37","--","69309","买入",
"09:40:02","上海股票期权","10001719","50ETF购2月2850","买","平仓","0.0014","4","--","--","56.00","认购","非备兑","37","--","69308","买入",
"09:36:17","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0648","5","--","--","3240.00","认购","非备兑","14","--","44780","买入",
"09:36:17","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0647","5","--","--","3235.00","认购","非备兑","13","--","44705","买入",
"09:36:17","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0644","2","--","--","1288.00","认购","非备兑","13","--","44704","买入",
"09:36:17","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0644","1","--","--","644.00","认购","非备兑","13","--","44703","买入",
"09:36:17","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0644","20","--","--","12880.00","认购","非备兑","13","--","44702","买入",
"09:36:17","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0644","2","--","--","1288.00","认购","非备兑","13","--","44701","买入",
"09:33:12","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0673","5","--","--","3365.00","认购","非备兑","4","--","24455","买入",
"09:33:11","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0675","10","--","--","6750.00","认购","非备兑","3","--","24381","买入",
"09:33:11","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0669","10","--","--","6690.00","认购","非备兑","3","--","24380","买入",
"09:33:11","上海股票期权","10001727","50ETF购3月2850","买","平仓","0.0664","10","--","--","6640.00","认购","非备兑","3","--","24379","买入",
